date,mediacount,username,month,year
2019-02-01,47,d1pop,2,2019
2019-01-01,41,d1pop,1,2019
2022-12-01,1646,redturn2,12,2022
2022-11-01,1640,redturn2,11,2022
2022-10-01,1632,redturn2,10,2022
2022-09-01,1616,redturn2,9,2022
2022-08-01,1593,redturn2,8,2022
2022-07-01,1574,redturn2,7,2022
2022-06-01,1561,redturn2,6,2022
2022-05-01,1546,redturn2,5,2022
2022-04-01,1526,redturn2,4,2022
2022-03-01,1513,redturn2,3,2022
2022-02-01,1498,redturn2,2,2022
2022-01-01,1489,redturn2,1,2022
2021-12-01,1477,redturn2,12,2021
2021-11-01,1462,redturn2,11,2021
2021-10-01,1445,redturn2,10,2021
2021-09-01,1413,redturn2,9,2021
2021-08-01,1381,redturn2,8,2021
2021-07-02,1347,redturn2,7,2021
2021-06-01,1322,redturn2,6,2021
2021-05-01,1294,redturn2,5,2021
2021-04-01,1261,redturn2,4,2021
2021-03-01,1235,redturn2,3,2021
2021-02-01,1224,redturn2,2,2021
2021-01-01,1221,redturn2,1,2021
2020-12-01,1215,redturn2,12,2020
2020-11-01,1206,redturn2,11,2020
2020-10-01,1190,redturn2,10,2020
2020-09-01,1174,redturn2,9,2020
2020-08-01,1147,redturn2,8,2020
2020-07-01,1119,redturn2,7,2020
2020-06-01,1111,redturn2,6,2020
2020-05-01,1101,redturn2,5,2020
2020-04-01,1094,redturn2,4,2020
2020-03-01,1084,redturn2,3,2020
2020-02-01,1067,redturn2,2,2020
2020-01-01,1061,redturn2,1,2020
2019-12-01,1046,redturn2,12,2019
2019-11-01,1038,redturn2,11,2019
2019-10-01,1034,redturn2,10,2019
2019-09-01,1022,redturn2,9,2019
2019-08-01,1001,redturn2,8,2019
2019-07-01,993,redturn2,7,2019
2019-06-01,981,redturn2,6,2019
2019-05-02,964,redturn2,5,2019
2019-04-01,961,redturn2,4,2019
2019-03-01,942,redturn2,3,2019
2019-02-01,930,redturn2,2,2019
2019-01-01,915,redturn2,1,2019
2022-12-01,5959,grew_up_in_the_70s_and_80s,12,2022
2022-11-01,5815,grew_up_in_the_70s_and_80s,11,2022
2022-10-01,5652,grew_up_in_the_70s_and_80s,10,2022
2022-09-01,5519,grew_up_in_the_70s_and_80s,9,2022
2022-08-01,5373,grew_up_in_the_70s_and_80s,8,2022
2022-07-01,5241,grew_up_in_the_70s_and_80s,7,2022
2022-06-01,5104,grew_up_in_the_70s_and_80s,6,2022
2022-05-01,4982,grew_up_in_the_70s_and_80s,5,2022
2022-04-01,4843,grew_up_in_the_70s_and_80s,4,2022
2022-03-01,4718,grew_up_in_the_70s_and_80s,3,2022
2022-02-01,4606,grew_up_in_the_70s_and_80s,2,2022
2022-01-01,4466,grew_up_in_the_70s_and_80s,1,2022
2021-12-01,4336,grew_up_in_the_70s_and_80s,12,2021
2021-11-01,4206,grew_up_in_the_70s_and_80s,11,2021
2021-10-01,4083,grew_up_in_the_70s_and_80s,10,2021
2021-09-01,3973,grew_up_in_the_70s_and_80s,9,2021
2021-08-03,3859,grew_up_in_the_70s_and_80s,8,2021
2021-07-01,3721,grew_up_in_the_70s_and_80s,7,2021
2021-06-01,3616,grew_up_in_the_70s_and_80s,6,2021
2021-05-01,3495,grew_up_in_the_70s_and_80s,5,2021
2021-04-01,3383,grew_up_in_the_70s_and_80s,4,2021
2021-03-02,3264,grew_up_in_the_70s_and_80s,3,2021
2021-02-01,3150,grew_up_in_the_70s_and_80s,2,2021
2021-01-01,3029,grew_up_in_the_70s_and_80s,1,2021
2020-12-01,2893,grew_up_in_the_70s_and_80s,12,2020
2020-11-01,2777,grew_up_in_the_70s_and_80s,11,2020
2020-10-01,2659,grew_up_in_the_70s_and_80s,10,2020
2020-09-01,2521,grew_up_in_the_70s_and_80s,9,2020
2020-08-01,2483,grew_up_in_the_70s_and_80s,8,2020
2020-07-01,2429,grew_up_in_the_70s_and_80s,7,2020
2020-06-01,2365,grew_up_in_the_70s_and_80s,6,2020
2020-05-01,2277,grew_up_in_the_70s_and_80s,5,2020
2020-04-01,2179,grew_up_in_the_70s_and_80s,4,2020
2020-03-01,2067,grew_up_in_the_70s_and_80s,3,2020
2020-02-01,1961,grew_up_in_the_70s_and_80s,2,2020
2020-01-01,1889,grew_up_in_the_70s_and_80s,1,2020
2019-12-01,1800,grew_up_in_the_70s_and_80s,12,2019
2019-11-01,1752,grew_up_in_the_70s_and_80s,11,2019
2019-10-01,1697,grew_up_in_the_70s_and_80s,10,2019
2019-09-01,1657,grew_up_in_the_70s_and_80s,9,2019
2019-08-01,1562,grew_up_in_the_70s_and_80s,8,2019
2019-07-01,1532,grew_up_in_the_70s_and_80s,7,2019
2019-06-01,1416,grew_up_in_the_70s_and_80s,6,2019
2019-05-01,1321,grew_up_in_the_70s_and_80s,5,2019
2019-04-01,1219,grew_up_in_the_70s_and_80s,4,2019
2019-03-01,1096,grew_up_in_the_70s_and_80s,3,2019
2019-02-01,954,grew_up_in_the_70s_and_80s,2,2019
2019-01-01,840,grew_up_in_the_70s_and_80s,1,2019
2022-12-01,650,madissonhaus,12,2022
2022-11-01,650,madissonhaus,11,2022
2022-10-01,651,madissonhaus,10,2022
2022-09-01,651,madissonhaus,9,2022
2022-08-01,650,madissonhaus,8,2022
2022-07-01,647,madissonhaus,7,2022
2022-06-01,643,madissonhaus,6,2022
2022-05-01,636,madissonhaus,5,2022
2022-04-01,636,madissonhaus,4,2022
2022-03-01,634,madissonhaus,3,2022
2022-02-01,631,madissonhaus,2,2022
2022-01-01,630,madissonhaus,1,2022
2021-12-01,629,madissonhaus,12,2021
2021-11-01,629,madissonhaus,11,2021
2021-10-01,624,madissonhaus,10,2021
2021-09-01,620,madissonhaus,9,2021
2021-08-03,617,madissonhaus,8,2021
2021-07-01,616,madissonhaus,7,2021
2021-06-01,613,madissonhaus,6,2021
2021-05-01,610,madissonhaus,5,2021
2021-04-01,605,madissonhaus,4,2021
2021-03-01,602,madissonhaus,3,2021
2021-02-01,599,madissonhaus,2,2021
2021-01-01,593,madissonhaus,1,2021
2020-12-01,588,madissonhaus,12,2020
2020-11-01,578,madissonhaus,11,2020
2020-10-01,574,madissonhaus,10,2020
2020-09-01,571,madissonhaus,9,2020
2020-08-01,558,madissonhaus,8,2020
2020-07-01,555,madissonhaus,7,2020
2020-06-01,546,madissonhaus,6,2020
2020-05-01,544,madissonhaus,5,2020
2020-04-01,540,madissonhaus,4,2020
2020-03-01,530,madissonhaus,3,2020
2020-02-01,523,madissonhaus,2,2020
2020-01-01,517,madissonhaus,1,2020
2019-12-01,507,madissonhaus,12,2019
2019-11-01,506,madissonhaus,11,2019
2019-10-01,503,madissonhaus,10,2019
2019-09-01,492,madissonhaus,9,2019
2019-08-01,488,madissonhaus,8,2019
2019-07-01,478,madissonhaus,7,2019
2019-06-01,473,madissonhaus,6,2019
2019-05-02,468,madissonhaus,5,2019
2019-04-01,452,madissonhaus,4,2019
2019-03-01,434,madissonhaus,3,2019
2019-02-01,430,madissonhaus,2,2019
2019-01-01,409,madissonhaus,1,2019
2022-12-01,592,dynastyloveyou,12,2022
2022-11-01,584,dynastyloveyou,11,2022
2022-10-01,578,dynastyloveyou,10,2022
2022-09-01,576,dynastyloveyou,9,2022
2022-08-01,573,dynastyloveyou,8,2022
2022-07-01,558,dynastyloveyou,7,2022
2022-06-01,558,dynastyloveyou,6,2022
2022-05-01,553,dynastyloveyou,5,2022
2022-04-01,548,dynastyloveyou,4,2022
2022-03-01,546,dynastyloveyou,3,2022
2022-02-01,544,dynastyloveyou,2,2022
2022-01-01,540,dynastyloveyou,1,2022
2021-12-01,538,dynastyloveyou,12,2021
2021-11-01,532,dynastyloveyou,11,2021
2021-10-01,531,dynastyloveyou,10,2021
2021-09-01,531,dynastyloveyou,9,2021
2021-08-01,529,dynastyloveyou,8,2021
2021-07-01,529,dynastyloveyou,7,2021
2021-06-01,529,dynastyloveyou,6,2021
2021-05-01,528,dynastyloveyou,5,2021
2021-04-01,527,dynastyloveyou,4,2021
2021-03-01,525,dynastyloveyou,3,2021
2021-02-01,523,dynastyloveyou,2,2021
2021-01-01,523,dynastyloveyou,1,2021
2020-12-01,520,dynastyloveyou,12,2020
2020-11-01,520,dynastyloveyou,11,2020
2020-10-01,515,dynastyloveyou,10,2020
2020-09-01,513,dynastyloveyou,9,2020
2020-08-01,510,dynastyloveyou,8,2020
2020-07-01,505,dynastyloveyou,7,2020
2020-06-01,500,dynastyloveyou,6,2020
2020-05-01,496,dynastyloveyou,5,2020
2020-04-01,490,dynastyloveyou,4,2020
2020-03-01,482,dynastyloveyou,3,2020
2020-02-01,477,dynastyloveyou,2,2020
2020-01-01,473,dynastyloveyou,1,2020
2019-12-01,471,dynastyloveyou,12,2019
2019-11-01,468,dynastyloveyou,11,2019
2019-10-01,460,dynastyloveyou,10,2019
2019-09-01,449,dynastyloveyou,9,2019
2019-08-01,441,dynastyloveyou,8,2019
2019-07-01,426,dynastyloveyou,7,2019
2019-06-01,414,dynastyloveyou,6,2019
2019-05-01,408,dynastyloveyou,5,2019
2019-04-01,393,dynastyloveyou,4,2019
2019-03-01,383,dynastyloveyou,3,2019
2019-02-01,376,dynastyloveyou,2,2019
2019-01-01,367,dynastyloveyou,1,2019
2022-12-01,1362,hannahberner,12,2022
2022-11-01,1340,hannahberner,11,2022
2022-10-01,1327,hannahberner,10,2022
2022-09-01,1309,hannahberner,9,2022
2022-08-01,1289,hannahberner,8,2022
2022-07-01,1267,hannahberner,7,2022
2022-06-01,1259,hannahberner,6,2022
2022-05-01,1250,hannahberner,5,2022
2022-04-01,1240,hannahberner,4,2022
2022-03-01,1231,hannahberner,3,2022
2022-02-01,1225,hannahberner,2,2022
2022-01-01,1217,hannahberner,1,2022
2021-12-01,1208,hannahberner,12,2021
2021-11-01,1198,hannahberner,11,2021
2021-10-01,1187,hannahberner,10,2021
2021-09-01,1176,hannahberner,9,2021
2021-08-03,1168,hannahberner,8,2021
2021-07-01,1157,hannahberner,7,2021
2021-06-01,1135,hannahberner,6,2021
2021-05-01,1123,hannahberner,5,2021
2021-04-01,1101,hannahberner,4,2021
2021-03-01,1071,hannahberner,3,2021
2021-02-01,1046,hannahberner,2,2021
2021-01-01,1023,hannahberner,1,2021
2020-12-01,994,hannahberner,12,2020
2020-11-01,963,hannahberner,11,2020
2020-10-01,936,hannahberner,10,2020
2020-09-01,916,hannahberner,9,2020
2020-08-01,896,hannahberner,8,2020
2020-07-01,871,hannahberner,7,2020
2020-06-01,844,hannahberner,6,2020
2020-05-01,816,hannahberner,5,2020
2020-04-01,774,hannahberner,4,2020
2020-03-01,742,hannahberner,3,2020
2020-02-01,712,hannahberner,2,2020
2020-01-01,683,hannahberner,1,2020
2019-12-01,654,hannahberner,12,2019
2019-11-01,622,hannahberner,11,2019
2019-10-01,588,hannahberner,10,2019
2019-09-01,560,hannahberner,9,2019
2019-08-01,534,hannahberner,8,2019
2019-07-01,509,hannahberner,7,2019
2019-06-01,476,hannahberner,6,2019
2019-05-01,441,hannahberner,5,2019
2019-04-01,398,hannahberner,4,2019
2019-03-02,362,hannahberner,3,2019
2019-02-01,334,hannahberner,2,2019
2019-01-01,308,hannahberner,1,2019
2022-12-01,1228,sydelcurrylee,12,2022
2022-11-01,1216,sydelcurrylee,11,2022
2022-10-01,1204,sydelcurrylee,10,2022
2022-09-01,1194,sydelcurrylee,9,2022
2022-08-01,1188,sydelcurrylee,8,2022
2022-07-01,1180,sydelcurrylee,7,2022
2022-06-01,1166,sydelcurrylee,6,2022
2022-05-01,1157,sydelcurrylee,5,2022
2022-04-01,1143,sydelcurrylee,4,2022
2022-03-01,1137,sydelcurrylee,3,2022
2022-02-01,1129,sydelcurrylee,2,2022
2022-01-01,1117,sydelcurrylee,1,2022
2021-12-01,1104,sydelcurrylee,12,2021
2021-11-01,1092,sydelcurrylee,11,2021
2021-10-01,1074,sydelcurrylee,10,2021
2021-09-01,1064,sydelcurrylee,9,2021
2021-08-01,1054,sydelcurrylee,8,2021
2021-07-01,1044,sydelcurrylee,7,2021
2021-06-01,1035,sydelcurrylee,6,2021
2021-05-01,1023,sydelcurrylee,5,2021
2021-04-01,1013,sydelcurrylee,4,2021
2021-03-01,1000,sydelcurrylee,3,2021
2021-02-01,984,sydelcurrylee,2,2021
2021-01-01,974,sydelcurrylee,1,2021
2020-12-01,959,sydelcurrylee,12,2020
2020-11-01,943,sydelcurrylee,11,2020
2020-10-01,923,sydelcurrylee,10,2020
2020-09-01,907,sydelcurrylee,9,2020
2020-08-01,893,sydelcurrylee,8,2020
2020-07-01,878,sydelcurrylee,7,2020
2020-06-01,862,sydelcurrylee,6,2020
2020-05-01,849,sydelcurrylee,5,2020
2020-04-01,836,sydelcurrylee,4,2020
2020-03-01,822,sydelcurrylee,3,2020
2020-02-01,805,sydelcurrylee,2,2020
2020-01-01,791,sydelcurrylee,1,2020
2019-12-01,778,sydelcurrylee,12,2019
2019-11-01,766,sydelcurrylee,11,2019
2019-10-01,750,sydelcurrylee,10,2019
2019-09-01,735,sydelcurrylee,9,2019
2019-08-01,718,sydelcurrylee,8,2019
2019-07-01,705,sydelcurrylee,7,2019
2019-06-01,685,sydelcurrylee,6,2019
2019-05-01,666,sydelcurrylee,5,2019
2019-04-01,652,sydelcurrylee,4,2019
2019-03-02,631,sydelcurrylee,3,2019
2019-02-01,618,sydelcurrylee,2,2019
2019-01-01,602,sydelcurrylee,1,2019
2022-12-01,447,balockaye.h,12,2022
2022-11-01,442,balockaye.h,11,2022
2022-10-01,433,balockaye.h,10,2022
2022-09-01,424,balockaye.h,9,2022
2022-08-01,418,balockaye.h,8,2022
2022-07-01,407,balockaye.h,7,2022
2022-06-01,397,balockaye.h,6,2022
2022-05-01,386,balockaye.h,5,2022
2022-04-01,372,balockaye.h,4,2022
2022-03-01,360,balockaye.h,3,2022
2022-02-01,351,balockaye.h,2,2022
2022-01-01,344,balockaye.h,1,2022
2021-12-01,340,balockaye.h,12,2021
2021-11-01,328,balockaye.h,11,2021
2021-10-01,318,balockaye.h,10,2021
2021-09-01,310,balockaye.h,9,2021
2021-08-01,301,balockaye.h,8,2021
2021-07-01,294,balockaye.h,7,2021
2021-06-01,288,balockaye.h,6,2021
2021-05-01,286,balockaye.h,5,2021
2021-04-01,282,balockaye.h,4,2021
2021-03-01,279,balockaye.h,3,2021
2021-02-01,275,balockaye.h,2,2021
2021-01-01,271,balockaye.h,1,2021
2020-12-01,269,balockaye.h,12,2020
2020-11-01,267,balockaye.h,11,2020
2020-10-01,263,balockaye.h,10,2020
2020-09-01,256,balockaye.h,9,2020
2020-08-01,254,balockaye.h,8,2020
2020-07-01,250,balockaye.h,7,2020
2020-06-01,248,balockaye.h,6,2020
2020-05-01,245,balockaye.h,5,2020
2020-04-01,240,balockaye.h,4,2020
2020-03-01,234,balockaye.h,3,2020
2020-02-01,223,balockaye.h,2,2020
2020-01-01,214,balockaye.h,1,2020
2019-12-01,203,balockaye.h,12,2019
2019-11-01,195,balockaye.h,11,2019
2019-10-01,183,balockaye.h,10,2019
2019-09-01,179,balockaye.h,9,2019
2019-08-01,178,balockaye.h,8,2019
2019-07-01,173,balockaye.h,7,2019
2019-06-01,173,balockaye.h,6,2019
2019-05-01,165,balockaye.h,5,2019
2019-04-01,154,balockaye.h,4,2019
2019-03-01,147,balockaye.h,3,2019
2019-02-01,142,balockaye.h,2,2019
2019-01-01,134,balockaye.h,1,2019
2022-12-01,4330,amandakloots,12,2022
2022-11-01,4304,amandakloots,11,2022
2022-10-01,4277,amandakloots,10,2022
2022-09-01,4259,amandakloots,9,2022
2022-08-01,4239,amandakloots,8,2022
2022-07-01,4211,amandakloots,7,2022
2022-06-01,4182,amandakloots,6,2022
2022-05-01,4153,amandakloots,5,2022
2022-04-01,4117,amandakloots,4,2022
2022-03-01,4079,amandakloots,3,2022
2022-02-01,4051,amandakloots,2,2022
2022-01-01,4033,amandakloots,1,2022
2021-12-01,4004,amandakloots,12,2021
2021-11-01,3966,amandakloots,11,2021
2021-10-01,3916,amandakloots,10,2021
2021-09-01,3876,amandakloots,9,2021
2021-08-02,3853,amandakloots,8,2021
2021-07-01,3817,amandakloots,7,2021
2021-06-01,3768,amandakloots,6,2021
2021-05-01,3734,amandakloots,5,2021
2021-04-01,3706,amandakloots,4,2021
2021-03-01,3674,amandakloots,3,2021
2021-02-01,3646,amandakloots,2,2021
2021-01-01,3610,amandakloots,1,2021
2020-12-01,3570,amandakloots,12,2020
2020-11-01,3541,amandakloots,11,2020
2020-10-01,3513,amandakloots,10,2020
2020-09-01,3483,amandakloots,9,2020
2020-08-01,3462,amandakloots,8,2020
2020-07-01,3438,amandakloots,7,2020
2020-06-01,3408,amandakloots,6,2020
2020-05-01,3373,amandakloots,5,2020
2020-04-01,3335,amandakloots,4,2020
2020-03-01,3304,amandakloots,3,2020
2020-02-01,3278,amandakloots,2,2020
2020-01-01,3252,amandakloots,1,2020
2019-12-01,3223,amandakloots,12,2019
2019-11-01,3193,amandakloots,11,2019
2019-10-01,3164,amandakloots,10,2019
2019-09-01,3132,amandakloots,9,2019
2019-08-01,3103,amandakloots,8,2019
2019-07-01,3071,amandakloots,7,2019
2019-06-01,3041,amandakloots,6,2019
2019-05-02,3009,amandakloots,5,2019
2019-04-01,2975,amandakloots,4,2019
2019-03-01,2950,amandakloots,3,2019
2019-02-01,2923,amandakloots,2,2019
2019-01-01,2891,amandakloots,1,2019
2022-12-01,1275,primal_gourmet,12,2022
2022-11-01,1268,primal_gourmet,11,2022
2022-10-01,1264,primal_gourmet,10,2022
2022-09-01,1259,primal_gourmet,9,2022
2022-08-01,1255,primal_gourmet,8,2022
2022-07-01,1249,primal_gourmet,7,2022
2022-06-01,1245,primal_gourmet,6,2022
2022-05-01,1240,primal_gourmet,5,2022
2022-04-01,1237,primal_gourmet,4,2022
2022-03-01,1234,primal_gourmet,3,2022
2022-02-01,1229,primal_gourmet,2,2022
2022-01-01,1225,primal_gourmet,1,2022
2021-12-01,1220,primal_gourmet,12,2021
2021-11-01,1217,primal_gourmet,11,2021
2021-10-01,1213,primal_gourmet,10,2021
2021-09-01,1208,primal_gourmet,9,2021
2021-08-02,1203,primal_gourmet,8,2021
2021-07-01,1197,primal_gourmet,7,2021
2021-06-01,1193,primal_gourmet,6,2021
2021-05-01,1185,primal_gourmet,5,2021
2021-04-01,1175,primal_gourmet,4,2021
2021-03-01,1162,primal_gourmet,3,2021
2021-02-01,1149,primal_gourmet,2,2021
2021-01-01,1134,primal_gourmet,1,2021
2020-12-01,1115,primal_gourmet,12,2020
2020-11-01,1103,primal_gourmet,11,2020
2020-10-01,1090,primal_gourmet,10,2020
2020-09-01,1076,primal_gourmet,9,2020
2020-08-01,1066,primal_gourmet,8,2020
2020-07-01,1060,primal_gourmet,7,2020
2020-06-01,1048,primal_gourmet,6,2020
2020-05-01,1034,primal_gourmet,5,2020
2020-04-01,1020,primal_gourmet,4,2020
2020-03-01,1008,primal_gourmet,3,2020
2020-02-01,1000,primal_gourmet,2,2020
2020-01-01,990,primal_gourmet,1,2020
2019-12-01,979,primal_gourmet,12,2019
2019-11-01,966,primal_gourmet,11,2019
2019-10-01,955,primal_gourmet,10,2019
2019-09-01,946,primal_gourmet,9,2019
2019-08-20,942,primal_gourmet,8,2019
2019-04-01,899,primal_gourmet,4,2019
2019-03-01,887,primal_gourmet,3,2019
2019-02-01,877,primal_gourmet,2,2019
2019-01-01,865,primal_gourmet,1,2019
2022-12-01,1853,remingtonavenue,12,2022
2022-11-01,1843,remingtonavenue,11,2022
2022-10-01,1837,remingtonavenue,10,2022
2022-09-01,1833,remingtonavenue,9,2022
2022-08-01,1826,remingtonavenue,8,2022
2022-07-01,1811,remingtonavenue,7,2022
2022-06-01,1804,remingtonavenue,6,2022
2022-05-01,1797,remingtonavenue,5,2022
2022-04-01,1793,remingtonavenue,4,2022
2022-03-01,1788,remingtonavenue,3,2022
2022-02-01,1784,remingtonavenue,2,2022
2022-01-01,1781,remingtonavenue,1,2022
2021-12-01,1776,remingtonavenue,12,2021
2021-11-01,1774,remingtonavenue,11,2021
2021-10-01,1770,remingtonavenue,10,2021
2021-09-01,1763,remingtonavenue,9,2021
2021-08-01,1758,remingtonavenue,8,2021
2021-07-01,1754,remingtonavenue,7,2021
2021-06-01,1748,remingtonavenue,6,2021
2021-05-01,1740,remingtonavenue,5,2021
2021-04-01,1737,remingtonavenue,4,2021
2021-03-01,1730,remingtonavenue,3,2021
2021-02-01,1721,remingtonavenue,2,2021
2021-01-01,1711,remingtonavenue,1,2021
2020-12-01,1695,remingtonavenue,12,2020
2020-11-01,1675,remingtonavenue,11,2020
2020-10-01,1655,remingtonavenue,10,2020
2020-09-01,1634,remingtonavenue,9,2020
2020-08-01,1611,remingtonavenue,8,2020
2020-07-01,1589,remingtonavenue,7,2020
2020-06-01,1565,remingtonavenue,6,2020
2020-05-01,1539,remingtonavenue,5,2020
2020-04-01,1511,remingtonavenue,4,2020
2020-03-01,1485,remingtonavenue,3,2020
2020-02-01,1460,remingtonavenue,2,2020
2020-01-01,1433,remingtonavenue,1,2020
2019-12-01,1406,remingtonavenue,12,2019
2019-11-01,1385,remingtonavenue,11,2019
2019-10-01,1358,remingtonavenue,10,2019
2019-09-01,1333,remingtonavenue,9,2019
2019-08-01,1305,remingtonavenue,8,2019
2019-07-01,1279,remingtonavenue,7,2019
2019-06-01,1257,remingtonavenue,6,2019
2019-05-01,1232,remingtonavenue,5,2019
2019-04-01,1207,remingtonavenue,4,2019
2019-03-01,1185,remingtonavenue,3,2019
2019-02-01,1162,remingtonavenue,2,2019
2019-01-01,1138,remingtonavenue,1,2019
2022-12-01,881,iamchrislane,12,2022
2022-11-01,874,iamchrislane,11,2022
2022-10-01,865,iamchrislane,10,2022
2022-09-01,855,iamchrislane,9,2022
2022-08-01,848,iamchrislane,8,2022
2022-07-01,836,iamchrislane,7,2022
2022-06-01,819,iamchrislane,6,2022
2022-05-01,812,iamchrislane,5,2022
2022-04-01,804,iamchrislane,4,2022
2022-03-01,782,iamchrislane,3,2022
2022-02-01,771,iamchrislane,2,2022
2022-01-01,755,iamchrislane,1,2022
2021-12-01,740,iamchrislane,12,2021
2021-11-01,723,iamchrislane,11,2021
2021-10-01,710,iamchrislane,10,2021
2021-09-01,701,iamchrislane,9,2021
2021-08-01,686,iamchrislane,8,2021
2021-07-01,665,iamchrislane,7,2021
2021-06-01,654,iamchrislane,6,2021
2021-05-01,628,iamchrislane,5,2021
2021-04-01,614,iamchrislane,4,2021
2021-03-01,605,iamchrislane,3,2021
2021-02-01,595,iamchrislane,2,2021
2021-01-01,585,iamchrislane,1,2021
2020-12-01,571,iamchrislane,12,2020
2020-11-01,563,iamchrislane,11,2020
2020-10-01,551,iamchrislane,10,2020
2020-09-01,539,iamchrislane,9,2020
2020-08-01,536,iamchrislane,8,2020
2020-07-01,526,iamchrislane,7,2020
2020-06-01,519,iamchrislane,6,2020
2020-05-01,507,iamchrislane,5,2020
2020-04-01,499,iamchrislane,4,2020
2020-03-01,483,iamchrislane,3,2020
2020-02-01,467,iamchrislane,2,2020
2020-01-01,452,iamchrislane,1,2020
2019-12-01,439,iamchrislane,12,2019
2019-11-01,425,iamchrislane,11,2019
2019-10-01,410,iamchrislane,10,2019
2019-09-01,398,iamchrislane,9,2019
2019-08-01,385,iamchrislane,8,2019
2019-07-01,367,iamchrislane,7,2019
2019-06-01,352,iamchrislane,6,2019
2019-05-01,337,iamchrislane,5,2019
2019-04-01,317,iamchrislane,4,2019
2019-03-01,301,iamchrislane,3,2019
2019-02-01,287,iamchrislane,2,2019
2019-01-01,266,iamchrislane,1,2019
