date,followees,username,month,year
2021-06-01,325,redturn2,6,2021
2021-05-01,320,redturn2,5,2021
2021-04-01,313,redturn2,4,2021
2021-03-01,312,redturn2,3,2021
2021-02-01,310,redturn2,2,2021
2021-01-01,304,redturn2,1,2021
2020-12-01,304,redturn2,12,2020
2020-11-01,301,redturn2,11,2020
2020-10-01,299,redturn2,10,2020
2020-09-01,296,redturn2,9,2020
2020-08-01,293,redturn2,8,2020
2020-07-01,290,redturn2,7,2020
2020-06-01,279,redturn2,6,2020
2020-05-01,275,redturn2,5,2020
2020-04-01,266,redturn2,4,2020
2020-03-01,247,redturn2,3,2020
2020-02-01,244,redturn2,2,2020
2020-01-01,238,redturn2,1,2020
2019-12-01,232,redturn2,12,2019
2019-11-01,226,redturn2,11,2019
2019-10-01,227,redturn2,10,2019
2019-09-01,226,redturn2,9,2019
2019-08-01,211,redturn2,8,2019
2019-07-01,211,redturn2,7,2019
2019-06-01,209,redturn2,6,2019
2019-05-02,203,redturn2,5,2019
2019-04-01,200,redturn2,4,2019
2019-03-01,194,redturn2,3,2019
2019-02-01,188,redturn2,2,2019
2019-01-01,185,redturn2,1,2019
2022-12-01,58,grew_up_in_the_70s_and_80s,12,2022
2022-11-01,55,grew_up_in_the_70s_and_80s,11,2022
2022-10-01,52,grew_up_in_the_70s_and_80s,10,2022
2022-09-01,51,grew_up_in_the_70s_and_80s,9,2022
2022-08-01,52,grew_up_in_the_70s_and_80s,8,2022
2022-07-01,51,grew_up_in_the_70s_and_80s,7,2022
2022-06-01,50,grew_up_in_the_70s_and_80s,6,2022
2022-05-01,51,grew_up_in_the_70s_and_80s,5,2022
2022-04-01,49,grew_up_in_the_70s_and_80s,4,2022
2022-03-01,47,grew_up_in_the_70s_and_80s,3,2022
2022-02-01,46,grew_up_in_the_70s_and_80s,2,2022
2022-01-01,44,grew_up_in_the_70s_and_80s,1,2022
2021-12-01,42,grew_up_in_the_70s_and_80s,12,2021
2021-11-01,42,grew_up_in_the_70s_and_80s,11,2021
2021-10-01,40,grew_up_in_the_70s_and_80s,10,2021
2021-09-01,38,grew_up_in_the_70s_and_80s,9,2021
2021-08-03,36,grew_up_in_the_70s_and_80s,8,2021
2021-07-01,34,grew_up_in_the_70s_and_80s,7,2021
2021-06-01,32,grew_up_in_the_70s_and_80s,6,2021
2021-05-01,30,grew_up_in_the_70s_and_80s,5,2021
2021-04-01,28,grew_up_in_the_70s_and_80s,4,2021
2021-03-02,25,grew_up_in_the_70s_and_80s,3,2021
2021-02-01,24,grew_up_in_the_70s_and_80s,2,2021
2021-01-01,21,grew_up_in_the_70s_and_80s,1,2021
2020-12-01,18,grew_up_in_the_70s_and_80s,12,2020
2020-11-01,15,grew_up_in_the_70s_and_80s,11,2020
2020-10-01,14,grew_up_in_the_70s_and_80s,10,2020
2020-09-01,11,grew_up_in_the_70s_and_80s,9,2020
2020-08-01,5,grew_up_in_the_70s_and_80s,8,2020
2020-07-01,1,grew_up_in_the_70s_and_80s,7,2020
2020-06-01,0,grew_up_in_the_70s_and_80s,6,2020
2020-05-01,0,grew_up_in_the_70s_and_80s,5,2020
2020-04-01,0,grew_up_in_the_70s_and_80s,4,2020
2020-03-01,0,grew_up_in_the_70s_and_80s,3,2020
2020-02-01,0,grew_up_in_the_70s_and_80s,2,2020
2020-01-01,0,grew_up_in_the_70s_and_80s,1,2020
2019-12-01,1,grew_up_in_the_70s_and_80s,12,2019
2019-11-01,0,grew_up_in_the_70s_and_80s,11,2019
2019-10-01,0,grew_up_in_the_70s_and_80s,10,2019
2019-09-01,141,grew_up_in_the_70s_and_80s,9,2019
2019-08-01,942,grew_up_in_the_70s_and_80s,8,2019
2019-07-01,3684,grew_up_in_the_70s_and_80s,7,2019
2019-06-01,4199,grew_up_in_the_70s_and_80s,6,2019
2019-05-01,5643,grew_up_in_the_70s_and_80s,5,2019
2019-04-01,5650,grew_up_in_the_70s_and_80s,4,2019
2019-03-01,5662,grew_up_in_the_70s_and_80s,3,2019
2019-02-01,5690,grew_up_in_the_70s_and_80s,2,2019
2019-01-01,5696,grew_up_in_the_70s_and_80s,1,2019
2022-12-01,757,madissonhaus,12,2022
2022-11-01,744,madissonhaus,11,2022
2022-10-01,737,madissonhaus,10,2022
2022-09-01,726,madissonhaus,9,2022
2022-08-01,716,madissonhaus,8,2022
2022-07-01,709,madissonhaus,7,2022
2022-06-01,709,madissonhaus,6,2022
2022-05-01,703,madissonhaus,5,2022
2022-04-01,699,madissonhaus,4,2022
2022-03-01,693,madissonhaus,3,2022
2022-02-01,698,madissonhaus,2,2022
2022-01-01,699,madissonhaus,1,2022
2021-12-01,692,madissonhaus,12,2021
2021-11-01,699,madissonhaus,11,2021
2021-10-01,694,madissonhaus,10,2021
2021-09-01,690,madissonhaus,9,2021
2021-08-03,679,madissonhaus,8,2021
2021-07-01,669,madissonhaus,7,2021
2021-06-01,656,madissonhaus,6,2021
2021-05-01,648,madissonhaus,5,2021
2021-04-01,636,madissonhaus,4,2021
2021-03-01,620,madissonhaus,3,2021
2021-02-01,605,madissonhaus,2,2021
2021-01-01,603,madissonhaus,1,2021
2020-12-01,596,madissonhaus,12,2020
2020-11-01,579,madissonhaus,11,2020
2020-10-01,563,madissonhaus,10,2020
2020-09-01,549,madissonhaus,9,2020
2020-08-01,518,madissonhaus,8,2020
2020-07-01,513,madissonhaus,7,2020
2020-06-01,495,madissonhaus,6,2020
2020-05-01,485,madissonhaus,5,2020
2020-04-01,481,madissonhaus,4,2020
2020-03-01,466,madissonhaus,3,2020
2020-02-01,457,madissonhaus,2,2020
2020-01-01,451,madissonhaus,1,2020
2019-12-01,444,madissonhaus,12,2019
2019-11-01,436,madissonhaus,11,2019
2019-10-01,427,madissonhaus,10,2019
2019-09-01,421,madissonhaus,9,2019
2019-08-01,400,madissonhaus,8,2019
2019-07-01,391,madissonhaus,7,2019
2019-06-01,380,madissonhaus,6,2019
2019-05-02,364,madissonhaus,5,2019
2019-04-01,353,madissonhaus,4,2019
2019-03-01,313,madissonhaus,3,2019
2019-02-01,303,madissonhaus,2,2019
2019-01-01,290,madissonhaus,1,2019
2022-12-01,40,dynastyloveyou,12,2022
2022-11-01,44,dynastyloveyou,11,2022
2022-10-01,46,dynastyloveyou,10,2022
2022-09-01,45,dynastyloveyou,9,2022
2022-08-01,46,dynastyloveyou,8,2022
2022-07-01,46,dynastyloveyou,7,2022
2022-06-01,46,dynastyloveyou,6,2022
2022-05-01,46,dynastyloveyou,5,2022
2022-04-01,45,dynastyloveyou,4,2022
2022-03-01,45,dynastyloveyou,3,2022
2022-02-01,46,dynastyloveyou,2,2022
2022-01-01,45,dynastyloveyou,1,2022
2021-12-01,46,dynastyloveyou,12,2021
2021-11-01,45,dynastyloveyou,11,2021
2021-10-01,45,dynastyloveyou,10,2021
2021-09-01,45,dynastyloveyou,9,2021
2021-08-01,43,dynastyloveyou,8,2021
2021-07-01,44,dynastyloveyou,7,2021
2021-06-01,45,dynastyloveyou,6,2021
2021-05-01,51,dynastyloveyou,5,2021
2021-04-01,52,dynastyloveyou,4,2021
2021-03-01,52,dynastyloveyou,3,2021
2021-02-01,51,dynastyloveyou,2,2021
2021-01-01,60,dynastyloveyou,1,2021
2020-12-01,60,dynastyloveyou,12,2020
2020-11-01,60,dynastyloveyou,11,2020
2020-10-01,59,dynastyloveyou,10,2020
2020-09-01,59,dynastyloveyou,9,2020
2020-08-01,60,dynastyloveyou,8,2020
2020-07-01,60,dynastyloveyou,7,2020
2020-06-01,58,dynastyloveyou,6,2020
2020-05-01,56,dynastyloveyou,5,2020
2020-04-01,55,dynastyloveyou,4,2020
2020-03-01,60,dynastyloveyou,3,2020
2020-02-01,57,dynastyloveyou,2,2020
2020-01-01,56,dynastyloveyou,1,2020
2019-12-01,56,dynastyloveyou,12,2019
2019-11-01,61,dynastyloveyou,11,2019
2019-10-01,59,dynastyloveyou,10,2019
2019-09-01,59,dynastyloveyou,9,2019
2019-08-01,60,dynastyloveyou,8,2019
2019-07-01,62,dynastyloveyou,7,2019
2019-06-01,60,dynastyloveyou,6,2019
2019-05-01,59,dynastyloveyou,5,2019
2019-04-01,55,dynastyloveyou,4,2019
2019-03-01,53,dynastyloveyou,3,2019
2019-02-01,54,dynastyloveyou,2,2019
2019-01-01,51,dynastyloveyou,1,2019
2022-12-01,3743,hannahberner,12,2022
2022-11-01,3658,hannahberner,11,2022
2022-10-01,3586,hannahberner,10,2022
2022-09-01,3535,hannahberner,9,2022
2022-08-01,3423,hannahberner,8,2022
2022-07-01,3330,hannahberner,7,2022
2022-06-01,3232,hannahberner,6,2022
2022-05-01,3183,hannahberner,5,2022
2022-04-01,3149,hannahberner,4,2022
2022-03-01,3075,hannahberner,3,2022
2022-02-01,2993,hannahberner,2,2022
2022-01-01,2953,hannahberner,1,2022
2021-12-01,2917,hannahberner,12,2021
2021-11-01,2869,hannahberner,11,2021
2021-10-01,2816,hannahberner,10,2021
2021-09-01,2733,hannahberner,9,2021
2021-08-03,2657,hannahberner,8,2021
2021-07-01,2604,hannahberner,7,2021
2021-06-01,2554,hannahberner,6,2021
2021-05-01,2518,hannahberner,5,2021
2021-04-01,2511,hannahberner,4,2021
2021-03-01,2482,hannahberner,3,2021
2021-02-01,2440,hannahberner,2,2021
2021-01-01,2325,hannahberner,1,2021
2020-12-01,2267,hannahberner,12,2020
2020-11-01,2243,hannahberner,11,2020
2020-10-01,2221,hannahberner,10,2020
2020-09-01,2185,hannahberner,9,2020
2020-08-01,2166,hannahberner,8,2020
2020-07-01,2104,hannahberner,7,2020
2020-06-01,1999,hannahberner,6,2020
2020-05-01,1927,hannahberner,5,2020
2020-04-01,1877,hannahberner,4,2020
2020-03-01,1806,hannahberner,3,2020
2020-02-01,1733,hannahberner,2,2020
2020-01-01,1657,hannahberner,1,2020
2019-12-01,1570,hannahberner,12,2019
2019-11-01,1485,hannahberner,11,2019
2019-10-01,1383,hannahberner,10,2019
2019-09-01,1279,hannahberner,9,2019
2019-08-01,1228,hannahberner,8,2019
2019-07-01,1187,hannahberner,7,2019
2019-06-01,1108,hannahberner,6,2019
2019-05-01,1035,hannahberner,5,2019
2019-04-01,966,hannahberner,4,2019
2019-03-02,881,hannahberner,3,2019
2019-02-01,824,hannahberner,2,2019
2019-01-01,758,hannahberner,1,2019
2022-12-01,1670,sydelcurrylee,12,2022
2022-11-01,1655,sydelcurrylee,11,2022
2022-10-01,1630,sydelcurrylee,10,2022
2022-09-01,1615,sydelcurrylee,9,2022
2022-08-01,1603,sydelcurrylee,8,2022
2022-07-01,1595,sydelcurrylee,7,2022
2022-06-01,1587,sydelcurrylee,6,2022
2022-05-01,1582,sydelcurrylee,5,2022
2022-04-01,1578,sydelcurrylee,4,2022
2022-03-01,1571,sydelcurrylee,3,2022
2022-02-01,1562,sydelcurrylee,2,2022
2022-01-01,1558,sydelcurrylee,1,2022
2021-12-01,1554,sydelcurrylee,12,2021
2021-11-01,1552,sydelcurrylee,11,2021
2021-10-01,1546,sydelcurrylee,10,2021
2021-09-01,1539,sydelcurrylee,9,2021
2021-08-01,1537,sydelcurrylee,8,2021
2021-07-01,1538,sydelcurrylee,7,2021
2021-06-01,1533,sydelcurrylee,6,2021
2021-05-01,1526,sydelcurrylee,5,2021
2021-04-01,1515,sydelcurrylee,4,2021
2021-03-01,1501,sydelcurrylee,3,2021
2021-02-01,1499,sydelcurrylee,2,2021
2021-01-01,1489,sydelcurrylee,1,2021
2020-12-01,1467,sydelcurrylee,12,2020
2020-11-01,1470,sydelcurrylee,11,2020
2020-10-01,1463,sydelcurrylee,10,2020
2020-09-01,1453,sydelcurrylee,9,2020
2020-08-01,1439,sydelcurrylee,8,2020
2020-07-01,1423,sydelcurrylee,7,2020
2020-06-01,1397,sydelcurrylee,6,2020
2020-05-01,1386,sydelcurrylee,5,2020
2020-04-01,1370,sydelcurrylee,4,2020
2020-03-01,1356,sydelcurrylee,3,2020
2020-02-01,1336,sydelcurrylee,2,2020
2020-01-01,1330,sydelcurrylee,1,2020
2019-12-01,1316,sydelcurrylee,12,2019
2019-11-01,1290,sydelcurrylee,11,2019
2019-10-01,1279,sydelcurrylee,10,2019
2019-09-01,1264,sydelcurrylee,9,2019
2019-08-01,1244,sydelcurrylee,8,2019
2019-07-01,1238,sydelcurrylee,7,2019
2019-06-01,1227,sydelcurrylee,6,2019
2019-05-01,1211,sydelcurrylee,5,2019
2019-04-01,1179,sydelcurrylee,4,2019
2019-03-02,1173,sydelcurrylee,3,2019
2019-02-01,1153,sydelcurrylee,2,2019
2019-01-01,1130,sydelcurrylee,1,2019
2022-12-01,1698,balockaye.h,12,2022
2022-11-01,1685,balockaye.h,11,2022
2022-10-01,1669,balockaye.h,10,2022
2022-09-01,1647,balockaye.h,9,2022
2022-08-01,1606,balockaye.h,8,2022
2022-07-01,1591,balockaye.h,7,2022
2022-06-01,1555,balockaye.h,6,2022
2022-05-01,1526,balockaye.h,5,2022
2022-04-01,1508,balockaye.h,4,2022
2022-03-01,1480,balockaye.h,3,2022
2022-02-01,1451,balockaye.h,2,2022
2022-01-01,1435,balockaye.h,1,2022
2021-12-01,1419,balockaye.h,12,2021
2021-11-01,1409,balockaye.h,11,2021
2021-10-01,1362,balockaye.h,10,2021
2021-09-01,1342,balockaye.h,9,2021
2021-08-01,1308,balockaye.h,8,2021
2021-07-01,1262,balockaye.h,7,2021
2021-06-01,1243,balockaye.h,6,2021
2021-05-01,1217,balockaye.h,5,2021
2021-04-01,1186,balockaye.h,4,2021
2021-03-01,1161,balockaye.h,3,2021
2021-02-01,1167,balockaye.h,2,2021
2021-01-01,1169,balockaye.h,1,2021
2020-12-01,1163,balockaye.h,12,2020
2020-11-01,1162,balockaye.h,11,2020
2020-10-01,1159,balockaye.h,10,2020
2020-09-01,1136,balockaye.h,9,2020
2020-08-01,1126,balockaye.h,8,2020
2020-07-01,1133,balockaye.h,7,2020
2020-06-01,1120,balockaye.h,6,2020
2020-05-01,1106,balockaye.h,5,2020
2020-04-01,1087,balockaye.h,4,2020
2020-03-01,1075,balockaye.h,3,2020
2020-02-01,1067,balockaye.h,2,2020
2020-01-01,1049,balockaye.h,1,2020
2019-12-01,1050,balockaye.h,12,2019
2019-11-01,1033,balockaye.h,11,2019
2019-10-01,1017,balockaye.h,10,2019
2019-09-01,999,balockaye.h,9,2019
2019-08-01,1001,balockaye.h,8,2019
2019-07-01,985,balockaye.h,7,2019
2019-06-01,966,balockaye.h,6,2019
2019-05-01,931,balockaye.h,5,2019
2019-04-01,906,balockaye.h,4,2019
2019-03-01,888,balockaye.h,3,2019
2019-02-01,875,balockaye.h,2,2019
2019-01-01,867,balockaye.h,1,2019
2022-12-01,708,amandakloots,12,2022
2022-11-01,688,amandakloots,11,2022
2022-10-01,720,amandakloots,10,2022
2022-09-01,708,amandakloots,9,2022
2022-08-01,700,amandakloots,8,2022
2022-07-01,673,amandakloots,7,2022
2022-06-01,671,amandakloots,6,2022
2022-05-01,654,amandakloots,5,2022
2022-04-01,670,amandakloots,4,2022
2022-03-01,653,amandakloots,3,2022
2022-02-01,636,amandakloots,2,2022
2022-01-01,629,amandakloots,1,2022
2021-12-01,615,amandakloots,12,2021
2021-11-01,611,amandakloots,11,2021
2021-10-01,602,amandakloots,10,2021
2021-09-01,568,amandakloots,9,2021
2021-08-02,585,amandakloots,8,2021
2021-07-01,566,amandakloots,7,2021
2021-06-01,553,amandakloots,6,2021
2021-05-01,545,amandakloots,5,2021
2021-04-01,544,amandakloots,4,2021
2021-03-01,562,amandakloots,3,2021
2021-02-01,548,amandakloots,2,2021
2021-01-01,535,amandakloots,1,2021
2020-12-01,535,amandakloots,12,2020
2020-11-01,530,amandakloots,11,2020
2020-10-01,523,amandakloots,10,2020
2020-09-01,513,amandakloots,9,2020
2020-08-01,509,amandakloots,8,2020
2020-07-01,515,amandakloots,7,2020
2020-06-01,509,amandakloots,6,2020
2020-05-01,495,amandakloots,5,2020
2020-04-01,470,amandakloots,4,2020
2020-03-01,467,amandakloots,3,2020
2020-02-01,456,amandakloots,2,2020
2020-01-01,445,amandakloots,1,2020
2019-12-01,440,amandakloots,12,2019
2019-11-01,426,amandakloots,11,2019
2019-10-01,419,amandakloots,10,2019
2019-09-01,401,amandakloots,9,2019
2019-08-01,386,amandakloots,8,2019
2019-07-01,372,amandakloots,7,2019
2019-06-01,364,amandakloots,6,2019
2019-05-02,358,amandakloots,5,2019
2019-04-01,357,amandakloots,4,2019
2019-03-01,355,amandakloots,3,2019
2019-02-01,348,amandakloots,2,2019
2019-01-01,341,amandakloots,1,2019
2022-12-01,475,primal_gourmet,12,2022
2022-11-01,476,primal_gourmet,11,2022
2022-10-01,475,primal_gourmet,10,2022
2022-09-01,482,primal_gourmet,9,2022
2022-08-01,483,primal_gourmet,8,2022
2022-07-01,483,primal_gourmet,7,2022
2022-06-01,479,primal_gourmet,6,2022
2022-05-01,478,primal_gourmet,5,2022
2022-04-01,479,primal_gourmet,4,2022
2022-03-01,476,primal_gourmet,3,2022
2022-02-01,476,primal_gourmet,2,2022
2022-01-01,481,primal_gourmet,1,2022
2021-12-01,480,primal_gourmet,12,2021
2021-11-01,476,primal_gourmet,11,2021
2021-10-01,472,primal_gourmet,10,2021
2021-09-01,471,primal_gourmet,9,2021
2021-08-02,469,primal_gourmet,8,2021
2021-07-01,467,primal_gourmet,7,2021
2021-06-01,469,primal_gourmet,6,2021
2021-05-01,485,primal_gourmet,5,2021
2021-04-01,485,primal_gourmet,4,2021
2021-03-01,484,primal_gourmet,3,2021
2021-02-01,485,primal_gourmet,2,2021
2021-01-01,491,primal_gourmet,1,2021
2020-12-01,489,primal_gourmet,12,2020
2020-11-01,486,primal_gourmet,11,2020
2020-10-01,481,primal_gourmet,10,2020
2020-09-01,473,primal_gourmet,9,2020
2020-08-01,462,primal_gourmet,8,2020
2020-07-01,455,primal_gourmet,7,2020
2020-06-01,428,primal_gourmet,6,2020
2020-05-01,418,primal_gourmet,5,2020
2020-04-01,415,primal_gourmet,4,2020
2020-03-01,413,primal_gourmet,3,2020
2020-02-01,405,primal_gourmet,2,2020
2020-01-01,405,primal_gourmet,1,2020
2019-12-01,404,primal_gourmet,12,2019
2019-11-01,395,primal_gourmet,11,2019
2019-10-01,392,primal_gourmet,10,2019
2019-09-01,387,primal_gourmet,9,2019
2019-08-20,384,primal_gourmet,8,2019
2019-04-01,375,primal_gourmet,4,2019
2019-03-01,367,primal_gourmet,3,2019
2019-02-01,360,primal_gourmet,2,2019
2019-01-01,361,primal_gourmet,1,2019
2022-12-01,977,remingtonavenue,12,2022
2022-11-01,962,remingtonavenue,11,2022
2022-10-01,998,remingtonavenue,10,2022
2022-09-01,998,remingtonavenue,9,2022
2022-08-01,993,remingtonavenue,8,2022
2022-07-01,988,remingtonavenue,7,2022
2022-06-01,983,remingtonavenue,6,2022
2022-05-01,980,remingtonavenue,5,2022
2022-04-01,963,remingtonavenue,4,2022
2022-03-01,962,remingtonavenue,3,2022
2022-02-01,940,remingtonavenue,2,2022
2022-01-01,934,remingtonavenue,1,2022
2021-12-01,932,remingtonavenue,12,2021
2021-11-01,931,remingtonavenue,11,2021
2021-10-01,926,remingtonavenue,10,2021
2021-09-01,924,remingtonavenue,9,2021
2021-08-01,956,remingtonavenue,8,2021
2021-07-01,935,remingtonavenue,7,2021
2021-06-01,925,remingtonavenue,6,2021
2021-05-01,917,remingtonavenue,5,2021
2021-04-01,910,remingtonavenue,4,2021
2021-03-01,898,remingtonavenue,3,2021
2021-02-01,891,remingtonavenue,2,2021
2021-01-01,876,remingtonavenue,1,2021
2020-12-01,862,remingtonavenue,12,2020
2020-11-01,856,remingtonavenue,11,2020
2020-10-01,851,remingtonavenue,10,2020
2020-09-01,844,remingtonavenue,9,2020
2020-08-01,824,remingtonavenue,8,2020
2020-07-01,815,remingtonavenue,7,2020
2020-06-01,788,remingtonavenue,6,2020
2020-05-01,776,remingtonavenue,5,2020
2020-04-01,763,remingtonavenue,4,2020
2020-03-01,744,remingtonavenue,3,2020
2020-02-01,724,remingtonavenue,2,2020
2020-01-01,702,remingtonavenue,1,2020
2019-12-01,670,remingtonavenue,12,2019
2019-11-01,662,remingtonavenue,11,2019
2019-10-01,637,remingtonavenue,10,2019
2019-09-01,580,remingtonavenue,9,2019
2019-08-01,533,remingtonavenue,8,2019
2019-07-01,447,remingtonavenue,7,2019
2019-06-01,1007,remingtonavenue,6,2019
2019-05-01,984,remingtonavenue,5,2019
2019-04-01,647,remingtonavenue,4,2019
2019-03-01,733,remingtonavenue,3,2019
2019-02-01,686,remingtonavenue,2,2019
2019-01-01,647,remingtonavenue,1,2019
2022-12-01,1281,iamchrislane,12,2022
2022-11-01,1288,iamchrislane,11,2022
2022-10-01,1287,iamchrislane,10,2022
2022-09-01,1284,iamchrislane,9,2022
2022-08-01,1281,iamchrislane,8,2022
2022-07-01,1280,iamchrislane,7,2022
2022-06-01,1285,iamchrislane,6,2022
2022-05-01,1283,iamchrislane,5,2022
2022-04-01,1271,iamchrislane,4,2022
2022-03-01,1270,iamchrislane,3,2022
2022-02-01,1272,iamchrislane,2,2022
2022-01-01,1274,iamchrislane,1,2022
2021-12-01,1268,iamchrislane,12,2021
2021-11-01,1268,iamchrislane,11,2021
2021-10-01,1272,iamchrislane,10,2021
2021-09-01,1269,iamchrislane,9,2021
2021-08-01,1270,iamchrislane,8,2021
2021-07-01,1267,iamchrislane,7,2021
2021-06-01,1267,iamchrislane,6,2021
2021-05-01,1269,iamchrislane,5,2021
2021-04-01,1266,iamchrislane,4,2021
2021-03-01,1267,iamchrislane,3,2021
2021-02-01,1272,iamchrislane,2,2021
2021-01-01,1280,iamchrislane,1,2021
2020-12-01,1293,iamchrislane,12,2020
2020-11-01,1324,iamchrislane,11,2020
2020-10-01,1317,iamchrislane,10,2020
2020-09-01,1314,iamchrislane,9,2020
2020-08-01,1312,iamchrislane,8,2020
2020-07-01,1310,iamchrislane,7,2020
2020-06-01,1318,iamchrislane,6,2020
2020-05-01,1316,iamchrislane,5,2020
2020-04-01,1310,iamchrislane,4,2020
2020-03-01,1303,iamchrislane,3,2020
2020-02-01,1301,iamchrislane,2,2020
2020-01-01,1307,iamchrislane,1,2020
2019-12-01,1312,iamchrislane,12,2019
2019-11-01,1305,iamchrislane,11,2019
2019-10-01,1306,iamchrislane,10,2019
2019-09-01,1306,iamchrislane,9,2019
2019-08-01,1308,iamchrislane,8,2019
2019-07-01,1319,iamchrislane,7,2019
2019-06-01,1350,iamchrislane,6,2019
2019-05-01,1386,iamchrislane,5,2019
2019-04-01,1532,iamchrislane,4,2019
2019-03-01,1547,iamchrislane,3,2019
2019-02-01,1550,iamchrislane,2,2019
2019-01-01,1545,iamchrislane,1,2019
