FlagshipSocialNetwork,IN_NumOfAccounts,"Instagram URL","Instagram Followers",IG_Total_Posts
facebook,1,https://instagram.com/chamillionaire,371917,220
tiktok,1,https://instagram.com/dayshawn.wilson,284044,387
tiktok,1,https://instagram.com/sedona._,214294,43
tiktok,1,https://instagram.com/sarahlugor,217936,284
facebook,1,https://instagram.com/johnstossel,126811,828
tiktok,1,https://instagram.com/alexis_bitty,97269,238
youtube,1,https://instagram.com/realbrandonherrera,322501,812
tiktok,1,https://instagram.com/paravi,179600,281
tiktok,1,https://instagram.com/mr.mctiktok,141983,579
facebook,1,https://instagram.com/1beautiishername1,283744,7140
tiktok,1,https://instagram.com/meghanmcasey,141389,932
facebook,1,https://instagram.com/stephen,214066,18
tiktok,1,https://instagram.com/kelleylorraine_,201444,814
facebook,1,https://instagram.com/cashflowharlem,399836,173
youtube,1,https://instagram.com/tiffriahgrande,79107,154
youtube,3,https://instagram.com/kellimapleyt,62156,1239
tiktok,1,https://instagram.com/faith.housley,96735,307
tiktok,1,https://instagram.com/cjtooicy,148133,57
tiktok,1,https://instagram.com/luciannasanchezz,210466,183
tiktok,1,https://instagram.com/dj.merr,272823,287
youtube,1,https://instagram.com/makeupbypita,167711,278
tiktok,1,https://instagram.com/itsbrandonmax,82556,91
tiktok,1,https://instagram.com/k.comedy_,153131,36
tiktok,1,https://instagram.com/kassiemarie3,101760,540
tiktok,1,https://instagram.com/maritheguy,157070,212
tiktok,1,https://instagram.com/louislevanti,105628,1354
tiktok,1,https://instagram.com/nathanhurdcomedy,174404,1985
youtube,1,https://instagram.com/buggs.official,148083,231
facebook,2,https://instagram.com/governorabbott,166901,1400
tiktok,1,https://instagram.com/arianna_flowers,134684,88
tiktok,1,https://instagram.com/livswearingen,130117,268
facebook,1,https://instagram.com/theglamtwinz,55391,478
youtube,1,https://instagram.com/poofesure,103962,45
tiktok,2,https://instagram.com/gabrielle_moses,601388,550
tiktok,1,https://instagram.com/_shaylamarie,94187,64
tiktok,1,https://instagram.com/kaylapatterson,365930,234
tiktok,2,https://instagram.com/kesley_leroy,541976,494
tiktok,1,https://instagram.com/jaydenhaueterofficial,166648,346
tiktok,1,https://instagram.com/megreilyy,281035,1335
tiktok,1,https://instagram.com/mitsysanderson,127406,488
tiktok,1,https://instagram.com/lebunnyofficial,243658,481
tiktok,1,https://instagram.com/hannahpistoia,154038,440
tiktok,1,https://instagram.com/steven.tirone,111267,356
facebook,1,https://instagram.com/jimmybuffett,361441,1306
tiktok,1,https://instagram.com/terjiah_loui,126853,149
tiktok,2,https://instagram.com/andrea.posnerrr,114829,74
facebook,1,https://instagram.com/dreamrare,461273,1271
tiktok,1,https://instagram.com/theconsciouslee,292825,8546
youtube,1,https://instagram.com/ilovesaucegod,309115,29
tiktok,1,https://instagram.com/samkelly32,118910,34
tiktok,1,https://instagram.com/davidncohen,74479,208
tiktok,1,https://instagram.com/strawhatdan,206186,262
tiktok,1,https://instagram.com/pvonoah,172457,64
facebook,1,https://instagram.com/officialtraecrowder,126527,291
tiktok,1,https://instagram.com/katelynnsmileyy,102642,147
tiktok,1,https://instagram.com/mmerril,98225,128
tiktok,1,https://instagram.com/linnea.and.akela,107492,591
tiktok,1,https://instagram.com/austin_peypey,76781,52
youtube,1,https://instagram.com/therealpoiised,102187,342
youtube,1,https://instagram.com/_dwaynenjazz,102912,227
tiktok,1,https://instagram.com/justinplaness,68713,20
tiktok,1,https://instagram.com/giuliagamato,118418,271
tiktok,1,https://instagram.com/rachel_meaders,410577,623
tiktok,1,https://instagram.com/jercho1,121875,180
tiktok,1,https://instagram.com/mcguirecaden,245895,567
youtube,2,https://instagram.com/ssj9000,87812,397
tiktok,1,https://instagram.com/jr_villegas1,134021,1394
youtube,2,https://instagram.com/sisterforever2016,175062,1522
tiktok,1,https://instagram.com/jakeecornell,288863,143
tiktok,1,https://instagram.com/broghansemrad,250018,253
tiktok,1,https://instagram.com/timthetankofficial,217865,406
tiktok,1,https://instagram.com/estefisaavy,280224,1080
tiktok,1,https://instagram.com/gemaadelgado,277322,107
tiktok,1,https://instagram.com/jake.2r,254885,43
twitter,1,https://instagram.com/ukcoachcalipari,396873,2870
tiktok,1,https://instagram.com/karsynfoys,156919,82
tiktok,1,https://instagram.com/therealmaxieeeee,126218,83
tiktok,1,https://instagram.com/kenziespicy,79155,17
youtube,1,https://instagram.com/briantylercohen,174560,502
tiktok,1,https://instagram.com/ktscanvases,398702,2259
tiktok,1,https://instagram.com/nayelly_nails,272876,1639
tiktok,1,https://instagram.com/wednesdayroe,112551,16
tiktok,1,https://instagram.com/_lexxii_bby,146103,63
tiktok,1,https://instagram.com/marcgomeezzz,416837,449
tiktok,1,https://instagram.com/josh_andjenny,333080,1534
tiktok,1,https://instagram.com/dhatboi_nes,163518,1605
tiktok,1,https://instagram.com/lex.loves_,181135,2966
tiktok,1,https://instagram.com/mystakinfolk,158095,301
tiktok,1,https://instagram.com/keatsdidit,133067,784
tiktok,1,https://instagram.com/jayyduran_,116238,198
tiktok,1,https://instagram.com/littledurag,259694,646
tiktok,1,https://instagram.com/lexielemonn,156049,1028
youtube,1,https://instagram.com/mavrikjoos,153872,444
youtube,1,https://instagram.com/mikekorzemba,88339,203
twitter,1,https://instagram.com/jackmposobiec,405095,2100
tiktok,1,https://instagram.com/bighomieblocks,276068,2791
facebook,1,https://instagram.com/timwells_slockmaster,131337,978
tiktok,1,https://instagram.com/fisbanga,305989,291
tiktok,1,https://instagram.com/the.kiddg,464694,221
tiktok,1,https://instagram.com/sydneyvmay,274761,33
